year,hid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,FCS,FCG,FS_final,DDS,GDDS
2018,7422,2,202,5,7,7,1,7,7,1,0,7,54.0,3,1,6,2
2018,7423,5,507,8,7,5,0,0,7,1,2,7,45.0,3,2,5,2
2018,7424,5,505,10,7,7,0,0,3,0,0,3,38.0,3,1,3,1
2018,7425,3,304,3,7,4,0,0,1,0,0,0,26.5,2,2,3,1
2018,7426,5,505,10,7,7,0,7,4,0,0,2,45.0,3,2,4,1
2018,7427,3,302,1,7,4,0,6,3,0,0,0,33.5,2,3,4,1
2018,7428,2,204,5,7,0,0,0,1,0,0,0,14.5,1,4,2,1
2018,7429,2,203,4,7,7,0,7,5,2,0,7,50.0,3,1,5,2
2018,7430,5,505,10,7,7,0,7,3,0,0,0,43.5,3,2,4,1
2018,7431,4,401,4,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,7432,4,403,3,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,7433,3,303,3,7,7,0,4,4,0,0,3,42.5,3,2,4,1
2018,7434,3,306,1,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,7435,5,505,10,7,7,0,7,4,0,0,0,44.0,3,2,4,1
2018,7436,5,505,10,7,7,3,7,7,4,0,7,65.0,3,1,6,2
2018,7437,2,204,5,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,7438,4,402,4,7,7,0,7,6,6,0,3,52.5,3,1,5,2
2018,7439,3,307,1,7,7,0,3,0,0,0,6,41.0,3,1,3,1
2018,7440,2,203,5,7,7,0,4,7,3,0,0,45.5,3,1,5,2
2018,7441,3,303,3,7,7,0,4,3,0,0,2,41.5,3,2,4,1
2018,7442,3,307,1,7,6,0,7,6,0,0,3,43.5,3,2,4,1
2018,7443,2,207,4,7,4,0,3,3,2,3,3,46.0,3,1,6,2
2018,7444,1,102,0,7,7,0,0,7,0,1,5,45.0,3,2,4,1
2018,7445,5,505,12,7,6,0,7,4,0,7,0,69.0,3,2,5,2
2018,7446,5,505,10,7,7,0,7,4,0,0,0,44.0,3,2,4,1
2018,7447,5,506,10,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,7448,5,505,12,7,5,0,7,3,0,0,0,37.5,3,2,4,1
2018,7449,2,204,5,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,7450,2,204,5,7,4,1,7,6,1,0,0,41.0,3,1,6,2
2018,7451,3,304,3,7,7,0,7,7,1,2,7,58.0,3,1,6,2
2018,7452,3,306,1,7,7,7,4,7,0,0,7,74.0,3,2,5,2
2018,7453,3,301,1,7,2,0,5,3,0,0,2,27.5,2,3,4,1
2018,7454,5,506,10,7,7,0,7,7,0,0,4,47.5,3,1,4,1
2018,7455,3,307,1,7,7,4,5,7,0,3,0,71.5,3,2,6,2
2018,7456,4,402,4,7,7,0,6,3,0,0,0,42.5,3,1,4,1
2018,7457,4,402,4,7,7,0,7,2,0,0,1,43.5,3,1,4,1
2018,7458,2,201,5,7,6,0,7,7,7,0,4,51.5,3,2,5,2
2018,7459,2,207,5,7,7,1,7,7,0,1,2,54.5,3,2,6,2
2018,7460,4,404,6,7,7,0,6,2,0,0,0,42.0,3,1,4,1
2018,7461,5,505,12,7,4,0,7,3,0,2,0,42.5,3,1,5,2
2018,7462,2,207,5,7,4,0,7,7,2,0,3,40.0,3,2,5,2
2018,7463,3,305,4,7,7,0,7,4,6,0,2,51.0,3,1,5,2
2018,7464,5,503,11,7,3,0,7,2,3,0,0,34.0,2,2,5,2
2018,7465,4,401,7,7,7,0,7,7,2,0,3,49.0,3,2,5,2
2018,7466,4,404,3,7,5,0,6,4,0,0,0,37.0,3,1,4,1
2018,7467,3,301,4,7,7,0,3,3,0,2,2,48.5,3,1,5,2
2018,7468,4,404,6,7,7,0,5,4,4,0,0,46.0,3,2,5,2
2018,7469,4,404,6,7,5,0,5,0,0,0,0,34.0,2,3,3,1
2018,7470,4,404,3,7,5,0,0,3,0,0,0,30.5,2,3,3,1
2018,7471,5,505,10,7,2,0,0,6,0,0,0,23.0,2,3,3,1
2018,7472,5,505,10,7,5,0,7,0,0,0,0,36.0,3,2,3,1
2018,7473,3,303,3,7,7,0,0,0,0,0,0,35.0,2,3,2,1
2018,7474,3,305,4,7,4,0,4,2,0,0,0,31.0,2,3,4,1
2018,7475,3,302,1,7,4,0,4,4,0,0,3,33.5,2,2,4,1
2018,7476,3,301,2,7,7,0,4,4,0,0,1,41.5,3,2,4,1
2018,7477,4,403,3,7,7,0,5,3,3,0,0,44.5,3,2,5,2
2018,7478,3,305,4,7,3,0,4,0,0,0,7,30.5,2,3,3,1
2018,7479,2,207,4,7,7,0,0,0,0,0,0,35.0,2,3,2,1
2018,7480,2,202,5,7,3,0,1,0,0,0,0,24.0,2,3,3,1
2018,7481,2,208,5,7,7,0,5,3,6,0,0,47.5,3,2,5,2
2018,7482,3,302,1,7,3,0,5,3,0,0,0,29.5,2,3,4,1
2018,7483,5,505,12,7,3,0,3,1,0,0,0,26.5,2,3,4,1
2018,7484,5,505,10,7,7,0,7,4,0,0,0,44.0,3,2,4,1
2018,7485,5,501,10,7,0,0,3,3,0,4,0,34.5,2,3,4,1
2018,7486,2,202,5,7,2,0,3,3,0,0,0,24.5,2,2,4,1
2018,7487,5,501,10,7,7,0,7,3,0,0,7,47.0,3,2,4,1
2018,7488,5,504,10,7,4,0,4,2,0,0,0,31.0,2,3,4,1
2018,7489,3,305,4,7,7,0,5,6,0,1,0,47.0,3,2,5,2
2018,7490,3,307,1,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,7491,5,507,8,7,7,1,7,7,1,7,3,80.0,3,1,7,3
2018,7492,5,501,10,7,7,0,7,7,0,0,4,47.5,3,1,4,1
2018,7493,3,307,2,7,7,3,7,2,3,0,4,60.0,3,2,6,2
2018,7494,3,303,3,7,7,0,0,3,0,2,1,45.0,3,2,4,1
2018,7495,2,208,5,7,7,0,7,7,0,0,1,46.0,3,2,4,1
2018,7496,5,501,10,7,7,0,7,2,0,0,0,43.0,3,1,4,1
2018,7497,4,403,3,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,7498,5,505,10,7,4,0,4,4,0,0,0,32.0,2,2,4,1
2018,7499,5,505,12,7,7,0,7,4,3,0,0,47.0,3,2,5,2
2018,7500,3,307,1,7,3,0,3,7,0,0,0,29.5,2,2,4,1
2018,7501,3,304,3,7,7,0,4,2,3,0,0,43.0,3,2,5,2
2018,7502,3,301,4,7,7,0,6,5,0,0,4,45.5,3,1,4,1
2018,7503,2,203,5,7,7,3,3,7,0,0,0,53.5,3,1,5,2
2018,7504,5,506,10,7,7,1,7,7,0,0,7,53.0,3,2,5,2
2018,7505,5,507,8,7,7,1,7,7,0,0,4,51.5,3,1,5,2
2018,7506,4,403,3,7,7,0,7,4,1,0,2,46.0,3,1,5,2
2018,7507,2,207,4,7,7,0,0,3,0,0,0,36.5,3,2,3,1
2018,7508,3,307,1,7,6,1,7,6,2,2,0,56.0,3,2,7,3
2018,7509,3,305,4,7,7,0,7,7,2,0,0,47.5,3,1,5,2
2018,7510,3,304,3,7,7,0,4,2,1,0,4,43.0,3,1,5,2
2018,7511,5,502,11,7,5,0,0,3,0,0,7,34.0,2,3,3,1
2018,7512,4,401,7,7,3,0,5,1,0,3,0,40.5,3,2,5,2
2018,7513,3,307,1,7,5,0,0,3,0,0,0,30.5,2,3,3,1
2018,7514,5,505,12,7,3,0,7,3,0,0,0,31.5,2,3,4,1
2018,7515,5,502,9,7,4,0,3,4,3,0,2,35.0,2,2,5,2
2018,7516,5,505,10,7,7,0,3,0,0,0,0,38.0,3,2,3,1
2018,7517,5,503,9,7,4,0,0,0,0,0,0,26.0,2,3,2,1
2018,7518,3,301,1,7,7,1,7,7,7,0,0,56.5,3,2,6,2
2018,7519,5,507,8,7,6,0,6,3,0,0,2,40.5,3,2,4,1
2018,7520,5,505,10,7,7,0,7,4,0,3,3,57.5,3,1,5,2
2018,7521,5,502,11,7,7,0,0,7,0,3,7,54.0,3,1,4,1
2018,7522,3,304,3,7,3,0,7,1,0,0,0,30.5,2,3,4,1
2018,7523,3,305,4,7,3,0,3,7,0,0,7,33.0,2,3,4,1
2018,7524,5,505,10,7,0,0,7,3,0,0,0,22.5,2,3,3,1
2018,7525,5,507,8,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,7526,3,303,3,7,7,3,6,3,2,0,3,58.0,3,1,6,2
2018,7527,3,303,3,7,6,0,1,2,0,0,0,34.0,2,2,4,1
2018,7528,3,306,1,7,7,2,4,3,0,0,2,49.5,3,2,5,2
2018,7529,3,307,1,7,1,0,4,3,0,0,0,22.5,2,3,4,1
2018,7530,3,304,2,7,7,1,4,0,7,0,0,50.0,3,2,5,2
2018,7531,2,207,5,7,7,0,7,7,1,0,0,46.5,3,1,5,2
2018,7532,3,307,1,7,3,0,3,3,0,0,0,27.5,2,3,4,1
2018,7533,4,402,4,7,4,0,5,0,0,0,0,31.0,2,3,3,1
2018,7534,4,404,3,7,7,0,1,0,0,0,0,36.0,3,1,3,1
2018,7535,4,403,3,7,7,0,7,3,2,0,0,45.5,3,2,5,2
