year,hhid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,o_fcs
2018,uuid:fe4af470-10e2-44dd-afd7-e78a092c07b6,2,206,5,7,5,0,7,1,0,0,0,36.5
2018,uuid:8ab0cae8-5add-4b63-9b08-112cf2653d2b,2,205,4,7,5,0,3,3,0,0,0,33.5
2018,uuid:c2551cee-b69a-469b-bb93-a25babe9f6f1,2,205,4,7,6,0,5,0,0,0,0,37.0
2018,uuid:2463ae03-0a43-4a1f-831f-c311008b3625,2,205,4,7,7,0,6,4,0,0,0,43.0
2018,uuid:187f1959-ca41-4580-a715-21bb041e9f23,2,205,4,7,7,0,0,0,0,0,0,35.0
2018,uuid:cea5da82-af11-48a5-97fa-e0fdfc13fb1a,2,205,4,7,7,0,7,7,0,0,7,49.0
2018,uuid:98d18143-2f06-4ff8-952f-c093162c8f60,2,203,4,7,6,0,7,3,0,0,0,40.5
2018,uuid:ba8498a1-8be9-495d-b39a-3e2c67da61ff,2,204,5,7,6,0,0,0,0,0,0,32.0
2018,uuid:e9843fc8-c24b-4abc-a3e8-ce8c286c5f90,2,204,5,7,7,0,5,3,0,0,0,41.5
2018,uuid:2072380c-e739-449d-b253-844b5f573e80,2,206,5,7,7,0,7,7,3,3,7,64.0
2018,uuid:e9d0c14d-261e-44ba-8058-fdda7765d7fe,2,206,5,7,4,2,4,7,0,0,3,43.0
2018,uuid:d740044f-59d1-475d-a0f1-f688eb544d39,2,203,4,7,3,0,4,3,0,7,0,56.5
2018,uuid:25d8dd2e-f74b-40e1-8ffe-d89d765ffecb,2,202,5,7,4,0,4,3,0,0,0,31.5
2018,uuid:d77d1e80-8c10-40bb-bc0a-804d0ca18401,3,307,2,7,3,0,3,4,0,0,5,30.5
2018,uuid:d76403f2-e0df-4221-ae2c-b3b63b1a636a,3,305,4,0,4,0,3,0,0,0,0,15.0
2018,uuid:5fa223c5-98b0-4d7f-9375-fd1c69774f2f,2,201,5,3,6,0,7,7,1,1,7,43.0
2018,uuid:51e03920-39c5-4532-9719-1d1d6e8f9af9,2,208,5,3,7,0,7,7,2,2,7,51.0
2018,uuid:6c7f27d7-077c-433c-9365-819797bff7de,5,506,8,3,3,1,4,3,1,0,3,27.0
2018,uuid:ba0ec3b1-7669-40a4-b3c0-065e40cbaa0f,5,501,10,3,5,0,5,0,0,0,2,27.0
2018,uuid:b14cd39d-a3c3-4e39-9f3b-34b05f5955d0,2,207,4,3,6,0,7,0,0,0,0,31.0
2018,uuid:0c952926-10f2-4d48-a6ef-3c1235131afc,3,305,4,3,5,0,1,3,0,0,0,23.5
2018,uuid:d19df65f-a9f4-40a6-af46-fe2393e8a51a,4,403,3,3,7,0,3,2,0,0,0,31.0
2018,uuid:7913e061-0e92-4d17-a793-ee19e366cf93,2,203,4,3,7,0,4,4,0,0,0,33.0
2018,uuid:76b5d386-f2be-41a9-adc1-d6350ed92f5d,2,206,5,3,7,0,7,7,5,3,4,56.5
2018,uuid:85bad52b-3c5a-42ba-a50f-6ed24266aabd,2,208,5,3,2,1,5,7,4,3,4,42.5
2018,uuid:fb71a6cb-83aa-412f-ad96-9d2571dbfa83,3,305,4,4,7,0,4,3,0,0,7,38.0
2018,uuid:65461c2e-adce-487d-84ae-d94252c0a1d9,5,506,10,4,7,0,7,7,4,5,7,67.0
2018,uuid:23f91883-679c-41b7-a41e-b67f90fd0e72,3,301,1,4,3,0,4,4,0,0,2,24.0
2018,uuid:a91fa98d-e064-4650-a75d-6057a1f0a8f5,5,507,8,4,0,0,0,4,2,0,0,12.0
2018,uuid:b87401bf-a3d1-4622-994f-60b5e57e7293,5,501,10,4,7,0,7,3,0,0,1,38.0
2018,uuid:9e30f34e-67db-4d84-82ac-9d73cfaa260c,5,505,10,4,3,0,4,2,0,0,0,22.0
2018,uuid:5ea1265e-242f-486f-878d-23d6543f8448,3,306,1,4,1,0,7,7,0,0,0,21.5
2018,uuid:55243ecf-80d9-4c26-8358-74bd3161f49f,3,304,4,4,7,0,7,7,0,0,0,39.5
2018,uuid:783dc69b-b985-4365-a65a-9f5324d66022,2,208,5,4,3,0,5,1,0,0,2,23.5
2018,uuid:ec62b8e5-f123-4bb7-9bc9-8a3959d054e1,5,505,10,4,3,0,4,0,0,0,0,21.0
2018,uuid:5811bd91-0ab9-4c47-8d14-afe111893375,5,502,11,4,7,1,7,7,1,0,7,48.0
2018,uuid:c6849b92-aa3a-4295-9f97-16cf952ab0c1,1,103,0,4,3,1,7,7,0,1,7,39.0
2018,uuid:f386a273-1229-41f2-941b-2b02159417d5,2,208,5,5,3,0,4,1,0,0,1,24.0
2018,uuid:c6ef484c-af4e-4cb8-8e7d-27bb9966bbf5,5,501,10,5,4,3,7,7,3,7,7,79.0
2018,uuid:fdeee759-2cf6-4f42-a4f6-3e2bbb5ee372,3,305,4,5,7,0,5,5,0,0,0,38.5
2018,uuid:856ad86e-b66c-4148-ab26-6bb6a013e626,1,102,0,5,7,0,3,3,1,0,6,39.5
2018,uuid:92e45914-1f77-49aa-a347-ddb51d2b6a70,4,405,7,5,6,0,7,1,0,0,4,37.5
2018,uuid:c85fb366-7d21-4601-aa0b-46df4d2c0292,3,305,4,5,7,0,7,2,0,0,0,39.0
2018,uuid:7a84a660-5266-4d51-9555-612caac52c14,5,505,10,5,0,0,7,0,0,0,0,17.0
2018,uuid:181c9629-6ae9-4c19-ab09-b17073e19cd0,1,102,10,5,2,0,0,5,0,0,2,19.5
2018,uuid:1521a584-8051-4ce8-94b8-705e768d0962,5,502,9,5,2,0,5,0,0,0,0,21.0
2018,uuid:2202d044-c675-450e-a6d6-28656414966c,3,305,4,5,4,0,3,2,0,0,0,26.0
2018,uuid:3d1278a7-eda7-48ea-823c-e55a3e720ec4,2,208,5,6,4,2,7,7,0,7,7,74.0
2018,uuid:59e4118a-1f26-4523-8ccd-713e1f6ac2c4,1,103,0,6,7,1,5,7,7,3,7,68.0
2018,uuid:9b0a9a20-cbf2-471f-b1b9-8fd1deaa704d,5,503,9,6,7,1,5,7,1,0,0,46.5
2018,uuid:b0201124-a470-49bc-b614-971a15f8c639,2,206,5,6,7,0,6,6,0,0,2,43.0
2018,uuid:e231f165-1c3f-4e62-b6e2-f5537991ccd1,1,102,0,6,7,0,6,7,0,0,5,45.0
2018,uuid:93567aef-3387-4533-a8e0-6afa2e44a547,2,208,5,6,7,0,7,5,1,5,7,67.0
2018,uuid:10577567-eebf-40f8-bb6d-ad17b2d9a5a7,3,307,1,6,5,0,6,7,0,0,0,36.5
2018,uuid:6e09cbdd-a310-402e-9862-ba41a5b43973,3,307,1,6,5,0,4,4,0,0,2,34.0
2018,uuid:fc1e6c19-034a-4371-ab36-c0dcb2cb135c,4,404,3,6,3,0,6,0,0,0,0,27.0
2018,uuid:95a7f86b-469e-4574-b89b-2edeb7a543ab,2,204,5,6,6,0,4,6,2,0,0,39.0
2018,uuid:0a9cb237-7ea6-42e7-a696-3a9f9313672c,4,404,6,6,7,0,1,0,0,0,0,34.0
2018,uuid:8261c4db-3361-46d3-be47-179e4da7932a,5,501,10,6,4,2,4,7,0,7,7,71.0
2018,uuid:7094727e-f0a7-417a-bfb2-d69ec13fb328,4,401,7,6,7,0,7,5,0,0,3,44.0
2018,uuid:7c3fe2da-ec37-4906-b794-7e31f82904f5,2,205,2,6,5,0,4,3,0,0,0,32.5
2018,uuid:1548a97b-2798-4ad0-a307-22d81bfdf75b,2,203,4,6,4,0,6,3,0,0,7,35.0
2018,uuid:6cddf90f-7a61-4cf3-ac88-f2874487fa8f,4,401,7,6,6,0,3,7,1,1,0,41.5
2018,uuid:bc9d2c0b-64af-46df-9671-1076b51290be,1,103,0,7,7,7,7,7,7,7,7,112.0
2018,uuid:b55bb72c-eec4-46e2-9898-075bb52cdde7,1,101,0,7,7,7,7,7,3,7,7,108.0
2018,uuid:fd4c57b9-3470-41f7-bdea-aff124fd1c6a,1,102,0,7,7,3,7,7,7,7,7,96.0
2018,uuid:e7d00701-518e-4dc7-ae44-d6b9feaf8b84,1,102,0,7,7,0,0,7,0,7,7,70.0
2018,uuid:433f9355-363e-4a6d-b548-d66abdd51801,3,306,1,7,3,4,4,7,5,7,7,83.0
2018,uuid:ccadc9a9-5f8a-4b59-a0c3-3ff4320496a6,5,507,8,7,7,2,6,7,3,7,7,87.0
2018,uuid:3574ee40-1fa8-4432-bca9-a19f191622d9,5,502,11,7,7,4,7,7,7,7,7,100.0
2018,uuid:ea8ae8a7-4159-4ff9-8724-5acb085f7a5a,5,507,8,7,7,0,0,5,1,0,3,40.0
2018,uuid:325f4615-84d0-4708-8b15-0d2347ef6784,4,403,3,7,7,1,7,7,7,0,7,60.0
2018,uuid:3f7ba1a2-4bdb-4020-b750-42fb23cd56d5,3,303,3,7,7,0,7,7,0,5,7,69.0
2018,uuid:4b934378-8f1f-43b2-bec4-bb6d20100a52,2,206,5,7,0,4,7,7,7,7,7,79.0
2018,uuid:ef82fdba-574d-4845-a2c5-fbe7d73d4c1b,5,501,10,7,7,0,7,7,0,7,0,73.5
2018,uuid:dd24ec42-6084-4160-a028-f182dcb1e376,3,301,4,7,7,0,7,7,0,3,7,61.0
2018,uuid:60d95654-a83f-4d9a-8b47-cef737d342a5,1,101,8,7,7,5,7,7,0,2,2,74.5
2018,uuid:53c9c4dc-e8d7-4f8c-bfc1-c873058bf2b0,4,403,3,7,7,3,7,7,7,2,7,76.0
2018,uuid:a745fb40-3af7-4657-8ece-cd9754213f11,2,208,5,7,4,0,7,2,7,1,0,45.0
2018,uuid:a7974b59-be34-4a3d-8f1b-1231e81e816e,5,503,9,7,7,4,7,7,2,7,3,93.0
2018,uuid:762539a3-2a79-4449-a584-0687ee862899,3,304,2,7,5,0,7,3,7,0,3,46.0
2018,uuid:f1d69b26-1dae-45f0-95a8-7a66a30ba8d8,3,303,3,7,3,0,4,3,0,0,2,29.5
2018,uuid:d5b997d8-f9f9-496b-b874-248d9711b323,2,207,4,7,7,0,7,7,0,0,5,48.0
2018,uuid:218879b1-45ee-43ba-8172-17cfd7bd3d27,4,403,3,7,7,0,1,4,2,0,7,43.5
2018,uuid:7e78fdc7-eb85-4dc6-b8cb-b43af437a0f8,1,102,0,7,7,0,5,7,7,4,7,70.0
2018,uuid:a4d91893-c69f-479a-a676-7ff8781c37f4,2,208,5,7,7,1,7,7,0,1,7,57.0
2018,uuid:708dfa13-9ed6-4a64-8c82-cbcba712415a,5,505,12,7,7,1,7,7,0,0,4,51.5
2018,uuid:2b3624ed-e11a-4db1-bca6-60ef40e8dfb2,5,501,10,7,1,0,4,1,1,0,0,22.5
2018,uuid:b4575ee4-c083-4865-bb40-9036ebe39d89,5,505,12,7,7,2,4,7,2,2,7,64.0
2018,uuid:bed9ad64-8efe-4616-adf1-311e9b39a1c5,3,306,1,7,3,0,7,7,3,0,2,37.5
2018,uuid:d936453b-7a5d-49dd-a874-a535d9725aae,3,307,1,7,7,2,3,7,7,0,3,58.0
2018,uuid:e1226e04-dae5-48ce-855b-139c0f3410fc,4,403,3,7,7,0,1,4,2,0,0,40.0
2018,uuid:043b0b52-0a61-4829-9362-5f6be370a082,2,208,5,7,7,0,7,7,4,7,7,81.0
2018,uuid:e390a5c6-0ae2-4c67-a7a1-33ca29634f7c,1,101,0,7,3,0,4,1,0,0,2,28.5
2018,uuid:7f4e6266-a580-47dd-bcc0-ae70091e1fc2,4,404,6,7,7,0,7,0,1,0,0,43.0
2018,uuid:b68e643b-6374-4d60-a2cd-2cf48dfa87b6,5,505,10,7,7,0,7,7,0,0,4,47.5
2018,uuid:33dfe811-355f-46c8-8f98-17f735d57f50,3,307,1,7,7,0,6,6,7,0,0,51.0
2018,uuid:439633e9-30ba-4de0-93c5-e19b4e006384,5,503,9,7,3,0,5,3,0,0,0,29.5
2018,uuid:1cb30be3-195e-4ab7-a41b-ab1187f7007d,3,307,1,7,7,1,4,7,3,7,7,81.0
2018,uuid:4a29a330-81fa-43e9-9e9d-fd32bf11da99,3,306,1,7,1,0,7,7,3,0,1,31.0
2018,uuid:636aa5c9-a11a-4b09-892d-ee9b28235823,5,505,10,7,7,0,5,6,0,0,0,43.0
2018,uuid:f59b9752-dddd-429b-8643-c0ade7f37545,5,501,10,7,7,0,7,3,3,7,7,78.0
2018,uuid:4742d6da-6802-4264-a60a-f44b71d35ea0,4,402,4,7,7,3,7,7,3,0,4,62.5
2018,uuid:122cffb4-3e18-4ef4-be7b-d4bbc8363c85,4,402,4,7,7,0,7,7,0,0,4,47.5
2018,uuid:2c02c80c-0739-4da2-8d5c-bf6e31bfe3a6,5,507,8,7,5,1,4,6,0,3,4,54.0
2018,uuid:d9dd674d-7807-4c20-b501-5cf295da3641,3,307,1,7,3,0,5,2,1,0,1,30.5
2018,uuid:33042a6a-7f78-413d-a19f-b4c87072dcec,5,506,10,7,7,0,7,4,3,7,7,78.5
2018,uuid:bd55476e-b831-44d3-afea-fee0c29a4d2a,3,304,3,7,7,0,0,3,0,2,4,46.5
2018,uuid:74ecff6d-8948-46a9-a7a1-4562fa18e036,3,307,1,7,7,2,7,7,2,0,7,59.0
2018,uuid:8da48545-3c4a-44c8-a35e-861c96ad1ccf,5,501,10,7,7,0,7,7,0,0,7,49.0
2018,uuid:49c51d85-1a5d-44fe-94c4-d8bc57f7faff,3,303,3,7,7,0,4,7,2,3,7,60.0
2018,uuid:a3053667-f9e6-463d-a14a-95d1e194e977,4,403,3,7,7,0,7,7,0,0,0,45.5
2018,uuid:d672bf0e-c838-47cd-9801-87f871aae5fd,5,502,9,7,7,0,0,0,0,0,7,38.5
2018,uuid:32697fc8-cc6f-46c7-8578-402f55c706a7,3,307,1,7,7,4,3,7,7,2,7,76.0
2018,uuid:01fdb7e0-5756-43cd-ad26-d4549e56d765,3,303,3,7,7,0,7,7,0,7,7,77.0
2018,uuid:1b759b82-ccd5-4f8e-a0b6-930efebf1a6c,3,302,1,7,7,0,7,7,3,0,1,49.0
2018,uuid:0add1978-0d20-416d-a52b-746aae4f552b,3,303,3,7,7,2,7,7,1,0,4,56.5
2018,uuid:64d69472-87af-47f4-975b-2f3308a4899f,4,403,3,7,7,0,4,7,0,0,0,42.5
2018,uuid:92038b09-7c6e-440c-bdb2-b0e6b98d5d94,2,204,5,7,7,3,7,7,1,0,7,62.0
2018,uuid:6ec0743f-77ed-4701-967a-f6f8397a813f,5,507,8,7,7,2,7,7,2,1,3,61.0
2018,uuid:f2ab456d-d998-4f55-bc6c-4678b142b839,2,208,5,7,7,3,7,7,2,0,7,63.0
2018,uuid:972cbebd-222a-407a-a9c6-e8acf41534c4,3,304,2,7,7,0,6,3,0,0,7,46.0
2018,uuid:fbb15c18-4a81-43e7-b0a7-c27ae0d119d5,4,401,7,7,3,1,3,7,3,0,2,37.5
2018,uuid:0a370e4d-b075-43c5-a64b-69eeb5835d3f,5,501,10,7,7,1,4,7,7,3,4,67.5
2018,uuid:c7f6a55c-89c5-4751-a67b-cce51b5d92a0,5,507,8,7,7,0,6,3,0,0,2,43.5
2018,uuid:3b28fc17-5372-4c8e-a12d-7cf42a8c92a2,3,301,2,7,7,0,0,5,1,0,0,38.5
2018,uuid:4c613dd1-824c-41a8-9784-d94cbac3e6c5,4,402,4,7,3,0,6,4,0,0,3,32.5
2018,uuid:a9770d47-efc5-4e33-b493-37b5a3bebeea,2,207,4,7,7,0,7,7,0,1,7,53.0
2018,uuid:d8eb894f-8409-42b4-8f41-655f09d81d16,5,501,9,7,7,0,4,4,0,1,0,45.0
2018,uuid:c74fa315-5429-4382-9c10-174b17229417,3,301,2,7,4,0,4,3,0,0,1,32.0
2018,uuid:16028faf-90af-484a-afd6-3c62ac8c7cc7,5,507,8,7,6,0,0,2,0,0,0,33.0
2018,uuid:7487cdf4-ab2a-4410-9089-3706c0e7c423,3,307,2,7,3,1,3,4,2,0,0,34.0
2018,uuid:6ee79e92-e336-47f8-b534-0820ab1f5678,2,202,5,7,7,0,7,7,0,1,4,51.5
2018,uuid:4915b954-b780-40ef-846e-6cc8752a126c,5,506,8,7,0,2,7,2,0,0,0,30.0
2018,uuid:3a2721a4-1253-4f50-9c08-8f46c97cd187,5,502,11,7,7,0,7,0,0,0,0,42.0
2018,uuid:5bc70033-2903-4bab-8772-7d6448e8b598,2,207,4,7,3,0,7,4,7,0,0,39.0
2018,uuid:fab49e06-df9d-4ecf-9e42-cfd568e2f068,5,502,11,7,7,0,7,1,0,0,0,42.5
2018,uuid:668940dd-60a1-4ff9-aadd-4659ce337835,3,305,4,7,7,0,3,2,0,0,2,40.0
2018,uuid:8739e339-4d0a-439d-a095-23465af20ef7,5,505,10,7,7,0,7,4,0,0,0,44.0
2018,uuid:9c88a23b-0ab9-4331-a6a6-21065181e694,2,201,5,7,7,0,7,7,2,0,1,48.0
2018,uuid:2d632fa5-008f-4d08-b2cd-d99d20719f94,2,206,5,7,7,2,7,7,6,7,7,91.0
2018,uuid:2e1fd0bf-92ab-47ae-a3f1-3c3a1be9eeb8,4,401,7,7,7,4,6,4,2,0,3,62.5
2018,uuid:c9b3f9d6-e465-437f-a1b8-29c5dde2e050,3,305,4,7,7,0,7,7,0,7,3,75.0
2018,uuid:4948bbe5-f4b0-4a5d-b77b-c702ec19c01f,3,304,3,7,7,2,4,3,3,0,7,55.0
2018,uuid:ebd3662a-3cfa-4a53-a3fc-670f09bb9fbb,3,304,3,7,2,0,7,3,0,0,2,29.5
2018,uuid:e1d7a8b0-1a9f-4e3d-87fc-fab99c68634e,3,301,2,7,6,0,5,4,0,0,0,39.0
2018,uuid:7bbfaec9-a246-4a37-a07f-cc4786a4ac0a,4,402,4,7,7,1,7,1,0,0,7,50.0
2018,uuid:d59938a7-4a9c-47d2-8e19-b9f2c999c8c1,3,306,1,7,3,1,4,7,2,0,5,39.0
2018,uuid:ff18b173-a5fc-4f32-aebb-7f658c18deb2,3,303,3,7,5,0,6,3,1,0,7,41.0
2018,uuid:177e3bee-6d43-4ad1-b4c6-a8a1d9757586,2,202,5,7,7,0,7,6,7,0,0,52.0
2018,uuid:98d4376d-5612-4e19-ad27-2f741d558f38,4,402,4,7,7,0,4,3,0,0,2,41.5
2018,uuid:bca1a5ca-c5a4-44d6-85bb-38d952e5d6a7,3,307,2,7,6,0,4,7,0,0,4,41.5
2018,uuid:62d63feb-b4cc-45e5-84e0-fbfa03da37bb,5,501,10,7,7,0,7,7,0,0,3,47.0
2018,uuid:7eef28ed-4cca-46af-b44c-3719e791bc8a,2,207,4,7,4,0,7,3,7,2,7,53.0
2018,uuid:f5c4fd91-dc06-4787-84dd-dd9ddd306e28,3,302,2,7,7,0,4,0,0,0,0,39.0
2018,uuid:2cb36959-1faa-4c3d-ba43-a789cc390cfa,3,303,3,7,4,0,6,0,0,0,5,34.5
2018,uuid:94cc947f-6cd5-4a32-8c3e-5c1a18c8ea22,3,303,3,7,6,0,7,7,1,0,5,46.0
2018,uuid:21df45f5-c171-4c3f-b34c-153d1ebd74cb,5,506,10,7,4,0,7,7,0,0,7,40.0
2018,uuid:71fd292e-4ce0-4902-8e13-438151c691b0,3,301,2,7,6,0,6,3,0,0,0,39.5
2018,uuid:752d1dfc-fa87-4598-ad1e-6172a8388587,3,303,3,7,7,0,7,7,0,0,0,45.5
2018,uuid:96348e17-dce6-4c81-83b6-566cfdd176fa,2,204,5,7,7,0,7,7,0,0,3,47.0
2018,uuid:e76c3f2a-8821-4ec3-95b3-0da6f038a4b8,3,302,2,7,0,0,7,0,0,0,0,21.0
2018,uuid:05569b73-5aba-42ab-ac81-28853053d901,5,507,8,7,3,0,7,2,7,0,0,38.0
2018,uuid:7c7bcf5d-f1e4-47fc-b099-38e645cccf7e,2,207,4,7,3,0,7,3,0,0,3,33.0
2018,uuid:5f7d4ef7-5698-4652-a1c2-8b6dd2431f73,3,307,1,7,4,1,3,7,2,0,3,40.0
2018,uuid:92084018-9b3a-41de-93b2-4206c534d4fc,5,502,11,7,7,0,7,7,0,7,0,73.5
2018,uuid:b6d78b7c-5cec-4827-b35a-068e5390b97d,3,307,1,7,4,1,4,6,1,1,3,43.5
2018,uuid:0cc5b870-4436-49c5-b5fa-f78dafdbc3c7,3,302,1,7,3,0,6,3,0,0,0,30.5
2018,uuid:693a84b0-fb7a-428a-9232-619c6f0eeeca,5,502,9,7,7,2,4,3,0,0,0,48.5
2018,uuid:7c8ff31f-18f6-4eb3-b30e-553dbbf4f1a6,3,302,2,7,2,0,4,0,0,0,0,24.0
2018,uuid:3a0b4662-3b8c-4898-a38d-3673ec368e5a,3,301,2,7,3,0,1,2,0,0,0,25.0
2018,uuid:aa1b56f8-2744-4f37-8cea-871adbdada0d,3,305,4,7,5,0,7,3,2,2,3,49.0
2018,uuid:c252a9c4-f5b3-4b0b-9fa9-1536f98d2374,5,502,9,7,7,1,7,7,0,0,2,50.5
2018,uuid:4a0f0421-4496-48e8-9cdf-c3fb5712b137,5,505,12,7,7,0,7,7,0,0,0,45.5
2018,uuid:e4f11738-2b3e-4e59-a8a8-c2916a64fa62,5,505,12,7,4,0,7,5,0,0,5,38.0
2018,uuid:f802e84b-9d1a-4fda-8e8b-1d33b38b120a,5,507,8,7,4,1,4,7,2,2,4,49.5
2018,uuid:197d172c-e470-45b0-af4b-e7498e013977,3,302,2,7,7,0,7,7,2,0,4,49.5
2018,uuid:70ffffe7-6ea0-41d3-a455-f09687015866,4,403,3,7,7,0,4,4,3,3,7,59.5
2018,uuid:2d399811-e23e-4082-a143-e6506a370390,4,402,4,7,7,0,5,7,0,0,0,43.5
2018,uuid:c74ed99e-ab7e-4e31-88fe-974a6e9aedd9,2,203,5,7,7,0,7,3,0,0,0,43.5
2018,uuid:74d7bef7-c1d0-47b7-8015-489aa0ba3e20,3,304,2,7,3,0,4,1,0,0,7,31.0
2018,uuid:fb17745a-eb61-4e40-a5f7-205f970654f3,5,505,12,7,7,0,7,4,0,0,3,45.5
2018,uuid:84e35d1c-3840-4689-ba3c-2e85f33e3280,3,304,3,7,7,0,7,7,0,5,0,65.5
2018,uuid:85d243ff-1a13-4f75-964f-0a7355f5c215,4,404,6,7,7,0,3,2,7,0,0,46.0
2018,uuid:0497335a-d105-451f-a35a-e4d1adcad1ce,4,403,3,7,7,0,7,4,0,0,3,45.5
2018,uuid:3863e198-0bfe-46b7-bcec-a9c70f161a35,3,305,4,7,7,0,7,2,0,0,0,43.0
2018,uuid:be5687e0-2967-4669-8e50-b856c7daf495,3,304,2,7,7,0,7,3,0,0,0,43.5
2018,uuid:d1c53529-b849-4296-bb4e-c1321e0b33c1,2,202,5,7,7,0,4,7,2,0,2,45.5
2018,uuid:586a02d1-46ec-4ec6-a253-cc6b9f1a7cff,3,307,1,7,6,5,7,4,6,3,5,81.5
2018,uuid:f2e11cf1-1990-42be-a1f4-efa12967f5cb,5,505,10,7,7,1,7,7,2,0,0,51.5
2018,uuid:2d3c8c1a-0208-4172-9677-b6254adc20ef,5,505,12,7,7,1,7,7,0,0,2,50.5
2018,uuid:632167b9-ac4c-46af-8c9e-1b6a537a28ec,5,505,10,7,7,0,7,4,0,0,2,45.0
2018,uuid:07eddd68-c1ba-4d3a-a5b9-ff15bf9a38c0,3,307,1,7,5,1,3,7,2,0,2,42.5
2018,uuid:59891be2-4f97-4d3a-97b7-80b92a090dfe,5,505,12,7,4,0,7,2,0,0,0,34.0
2018,uuid:7fb9734b-bd42-405f-b1fa-2657e6fcc4ff,3,304,2,7,0,0,0,0,0,7,0,42.0
2018,uuid:7ffc13be-804a-48fa-b81b-e79d02be0134,3,305,2,7,4,0,5,5,0,4,0,49.5
2018,uuid:29abb6fc-dedf-44f0-ab63-ea14f3da6dbe,4,404,6,7,4,0,5,0,0,0,0,31.0
2018,uuid:4af3370f-b734-4b14-822d-fc49e7c47fda,3,304,3,7,7,0,7,2,3,3,2,59.0
2018,uuid:07165b8e-a5eb-4dd6-8096-ec38a6fb9b1e,4,401,7,7,7,0,7,5,2,0,2,47.5
2018,uuid:1b31aeda-3dee-46a6-9b98-9f849b212457,3,306,1,7,3,0,7,7,3,0,7,40.0
2018,uuid:92cc0493-5437-496b-83d3-5a910c9139d7,5,507,8,7,7,1,7,7,0,0,3,51.0
2018,uuid:98dc5db1-8415-4e01-a21e-ce29c4af4e54,3,304,2,7,7,0,7,0,0,3,7,57.5
2018,uuid:6ba4cb49-d475-4628-b0b6-e120793ed5a1,3,306,1,7,6,0,4,4,0,0,4,40.0
2018,uuid:2090b5fd-06ed-4826-b738-e169861f1f64,3,307,1,7,6,0,6,7,0,2,4,51.5
2018,uuid:6a5a2af2-7d81-4a00-bdf1-020a6e3b3522,4,404,6,7,7,1,4,3,2,7,0,74.5
2018,uuid:ed24f8f6-2b2c-4d7e-9fe4-dbfc72b261d1,3,302,1,7,7,0,0,2,0,0,0,36.0
2018,uuid:65552ecc-d19c-4907-85ec-850f76ef2d9b,5,506,10,7,7,1,1,1,0,0,2,41.5
2018,uuid:d743f1c8-5560-4982-8325-6c1bc5fa1c74,5,505,10,7,3,0,7,0,0,0,0,30.0
2018,uuid:1d71f12c-aafc-45d7-bad5-95d8ab48cfd8,3,305,2,7,2,0,3,2,0,0,0,24.0
2018,uuid:5b5b0df7-9e4e-4fb1-9dae-aa924e6ad98f,5,501,10,7,7,0,4,3,0,0,7,44.0
2018,uuid:4d6b53b4-0850-4628-9997-b59a4361720a,5,503,9,7,7,0,7,1,0,0,0,42.5
2018,uuid:9ae507a2-d76c-4e57-b8f9-0287557be985,5,507,8,7,6,0,4,6,2,0,7,44.5
2018,uuid:a85df0af-cfbb-4eaa-8e39-7cc9902e0463,4,403,3,7,7,0,7,7,0,0,0,45.5
2018,uuid:51203ddf-4a84-4968-b358-4ef452747f79,3,301,4,7,7,0,7,7,2,0,0,47.5
2018,uuid:a6f0e0b4-0554-4284-82e2-c61aa0ae2a3c,4,404,6,7,0,0,5,2,0,0,0,20.0
2018,uuid:427168df-57b8-4aa0-a559-daa1d0a29ff5,2,203,2,7,5,0,6,2,0,0,0,36.0
2018,uuid:72a7b7d5-e1da-4d69-a1b8-49ec411583ff,2,203,4,7,4,0,1,2,1,0,0,29.0
2018,uuid:4d014c2c-bef6-4cb2-9d1e-b1d5e9cb3d1c,2,205,4,7,4,0,3,2,0,0,0,30.0
2018,uuid:f40a6ea3-a4d5-445a-980e-ee3ad9388b14,4,403,3,7,7,0,3,2,0,0,0,39.0
2018,uuid:2a034dd4-5371-4386-b71e-3c86f435915d,5,506,10,7,3,0,4,2,0,0,2,29.0
2018,uuid:365cc625-ad71-4a38-aaa7-7dbb824b2ce7,3,302,1,7,7,0,4,3,0,0,0,40.5
2018,uuid:9fe69081-88e8-42f0-b946-6915ae278e87,4,403,3,7,7,0,7,4,2,0,0,46.0
2018,uuid:00abd8f5-e538-4b92-9e70-1c8ae1b100e4,3,305,2,7,7,0,3,0,2,0,0,40.0
2018,uuid:48fdb2a4-7863-401b-8255-3322f6f09604,3,301,4,7,3,0,7,0,0,0,0,30.0
2018,uuid:b69b8440-001e-4970-bc67-5d30a3eddcf3,2,203,4,7,7,0,0,3,0,7,0,64.5
2018,uuid:0e1639ef-ed07-49a0-bd93-125edd06cd71,2,202,5,7,7,0,7,1,0,0,0,42.5
2018,uuid:d4a196dd-69c3-4ca8-91bd-73714343cbee,5,505,10,7,4,0,7,7,0,0,3,38.0
2018,uuid:2dd37b52-b9fa-4bd2-b439-dcf037369534,2,208,5,7,7,0,6,7,0,0,3,46.0
2018,uuid:6c05df9b-8493-487a-b7e9-92522bea2e89,5,501,10,7,7,0,7,0,0,0,1,42.5
2018,uuid:0f0b8092-4a52-4985-9aa0-81ad7f9cadfd,4,402,4,7,3,0,1,0,0,0,0,24.0
2018,uuid:69114ad5-007c-4703-8e47-4ea26d8fbbad,2,208,5,7,5,0,7,1,0,0,2,37.5
