year,hhid,province,district,sector,maize,sorghum,cereals,cassava,sweet_potato,roots,bread,carrot_tubers,cooking_banana,beans_peas,cassava_leaves,vegetables,other_vegetables,ground_nuts,fruits,other_fruits,fish,organ_meat,flesh_meat,eggs,oil,sugar,milk,condiments,o_fcs
2012,8366,EAST,GATSIBO,NYAGIHANGA,3,0,0,2,4,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,7,35.0
2012,8364,EAST,GATSIBO,NYAGIHANGA,3,0,0,3,2,0,0,0,2,7,1,0,0,3,0,0,0,0,0,0,3,0,0,7,37.5
2012,8372,EAST,GATSIBO,NYAGIHANGA,2,0,0,0,3,3,1,0,7,0,4,1,0,2,0,0,0,0,1,0,0,0,0,7,29.0
2012,8363,EAST,GATSIBO,NYAGIHANGA,0,2,0,2,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,25.0
2012,8367,EAST,GATSIBO,NYAGIHANGA,0,1,0,0,2,0,0,0,5,3,3,0,2,1,0,0,0,0,0,0,4,0,0,7,33.0
2012,8354,EAST,GATSIBO,NGARAMA,3,2,0,3,0,0,0,0,6,5,5,0,0,2,0,0,0,0,0,0,2,5,3,7,55.5
2012,8348,EAST,GATSIBO,NGARAMA,2,2,1,2,2,0,2,0,4,7,7,0,0,1,0,0,0,0,0,0,0,0,0,7,42.0
2012,8356,EAST,GATSIBO,NGARAMA,6,0,1,1,4,0,0,0,3,6,7,0,0,4,0,0,0,0,0,0,2,0,0,7,43.0
2012,8349,EAST,GATSIBO,NGARAMA,3,0,0,2,0,0,0,0,2,6,4,0,1,2,0,0,0,0,0,0,3,0,0,7,41.5
2012,8357,EAST,GATSIBO,NGARAMA,2,0,0,3,0,1,1,0,4,7,2,0,0,2,0,0,0,0,0,0,3,0,0,7,38.5
2012,8346,EAST,GATSIBO,NGARAMA,3,0,0,4,0,0,3,0,5,7,4,0,2,4,0,0,0,0,0,0,7,0,0,7,44.5
2012,8347,EAST,GATSIBO,NGARAMA,0,1,0,3,0,0,2,0,3,6,5,0,0,7,0,0,0,0,0,0,0,0,0,7,40.0
2012,8335,EAST,GATSIBO,NGARAMA,3,1,0,1,1,0,0,0,1,7,2,0,0,1,0,0,0,0,0,0,3,0,0,7,38.5
2012,8334,EAST,GATSIBO,NGARAMA,0,0,0,1,2,2,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,7,32.0
2012,8350,EAST,GATSIBO,NGARAMA,1,0,0,2,0,2,0,0,4,5,6,3,0,3,0,0,0,0,1,0,7,0,0,7,49.5
2012,8341,EAST,GATSIBO,NGARAMA,0,0,0,0,7,0,0,0,2,7,1,0,0,2,0,0,0,0,0,0,7,0,0,7,39.5
2012,8345,EAST,GATSIBO,NGARAMA,3,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,7,31.0
2012,8339,EAST,GATSIBO,NGARAMA,3,0,0,2,4,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,7,38.0
2012,8343,EAST,GATSIBO,NGARAMA,3,2,0,2,3,2,0,0,1,3,2,0,0,4,0,0,0,0,0,0,0,0,0,7,37.0
2012,8353,EAST,GATSIBO,NGARAMA,4,2,1,0,0,0,2,0,4,2,2,0,0,3,0,0,0,0,0,0,3,0,0,7,32.5
2012,8340,EAST,GATSIBO,NGARAMA,0,2,1,3,2,0,1,0,3,5,2,0,0,2,0,0,0,0,2,2,6,6,7,7,87.0
2012,8352,EAST,GATSIBO,NGARAMA,1,0,0,0,0,7,0,0,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,7,42.0
2012,8336,EAST,GATSIBO,NGARAMA,4,1,0,2,3,0,0,0,4,6,4,0,0,3,0,0,0,0,0,0,4,0,0,7,41.0
2012,8355,EAST,GATSIBO,NGARAMA,2,0,0,2,3,2,1,0,4,7,7,1,0,1,0,0,0,0,0,0,7,7,0,7,49.0
2012,8342,EAST,GATSIBO,NGARAMA,4,2,0,3,2,0,0,0,6,6,4,0,0,2,0,0,0,0,0,0,4,6,0,7,44.0
2012,8317,EAST,GATSIBO,MURAMBI,2,0,0,0,1,0,2,0,6,5,6,0,0,0,0,0,0,0,0,0,3,0,0,7,36.5
2012,8325,EAST,GATSIBO,MURAMBI,4,0,0,3,2,1,0,0,3,7,3,0,0,2,0,0,0,0,1,0,0,0,0,7,42.0
2012,8332,EAST,GATSIBO,MURAMBI,2,0,0,2,3,0,0,0,7,7,4,0,0,0,0,0,0,0,0,0,7,0,0,7,42.5
2012,8331,EAST,GATSIBO,MURAMBI,7,0,0,2,2,0,1,0,4,7,7,0,1,2,0,0,0,0,0,0,2,5,0,7,45.5
2012,8313,EAST,GATSIBO,MURAMBI,1,0,0,0,6,0,0,0,1,4,6,0,0,2,0,0,0,0,0,0,2,0,0,7,39.0
2012,8312,EAST,GATSIBO,MURAMBI,0,0,0,2,3,0,1,0,4,2,5,0,0,2,0,0,0,0,0,0,6,1,4,7,50.5
2012,8322,EAST,GATSIBO,MURAMBI,4,2,0,2,2,2,1,0,6,3,5,0,0,4,0,0,1,0,0,1,6,3,2,7,60.5
2012,8327,EAST,GATSIBO,MURAMBI,0,1,0,1,2,0,0,0,1,4,5,0,0,3,0,0,0,0,0,0,5,0,0,7,38.5
2012,8314,EAST,GATSIBO,MURAMBI,3,0,2,3,5,0,7,0,3,7,5,0,0,5,7,3,0,0,2,0,4,4,0,7,59.0
2012,8321,EAST,GATSIBO,MURAMBI,7,0,0,3,3,0,0,0,7,7,1,0,0,3,0,0,0,0,0,0,5,0,7,7,66.5
2012,8311,EAST,GATSIBO,MURAMBI,2,0,0,7,3,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,7,26.0
2012,8328,EAST,GATSIBO,MURAMBI,1,0,3,0,3,0,0,0,2,7,7,0,0,3,0,0,0,0,0,0,7,0,7,7,73.5
2012,8320,EAST,GATSIBO,MURAMBI,1,0,0,1,4,0,0,0,6,5,4,0,0,2,0,0,0,0,0,0,3,0,0,7,40.5
2012,8308,EAST,GATSIBO,MURAMBI,7,0,0,2,6,0,0,0,6,3,4,0,0,1,0,0,0,0,0,0,0,0,0,7,30.0
2012,8310,EAST,GATSIBO,MURAMBI,7,2,0,3,0,0,2,0,3,7,2,0,0,1,0,0,0,0,1,0,2,3,0,7,43.5
2012,8330,EAST,GATSIBO,MURAMBI,0,0,0,0,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,7,22.0
2012,8316,EAST,GATSIBO,MURAMBI,3,0,0,1,2,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,2,1,0,7,29.5
2012,8329,EAST,GATSIBO,MURAMBI,7,0,1,2,1,0,0,0,2,7,7,0,0,1,0,1,0,0,0,0,7,7,2,7,58.0
2012,8333,EAST,GATSIBO,MURAMBI,2,0,0,2,4,0,0,0,1,4,7,0,0,0,0,0,0,0,0,0,2,0,0,7,34.0
2012,8309,EAST,GATSIBO,MURAMBI,5,0,0,1,3,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0,1,0,0,7,36.5
2012,8297,EAST,GATSIBO,MUHURA,2,0,1,0,1,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,2,0,0,7,33.0
2012,8293,EAST,GATSIBO,MUHURA,0,0,0,0,7,0,0,0,2,7,7,0,0,0,1,0,0,0,0,0,2,0,0,7,44.0
2012,8286,EAST,GATSIBO,MUHURA,7,0,0,1,7,0,0,0,7,7,7,1,0,2,0,0,0,0,0,0,7,0,0,0,45.5
2012,8296,EAST,GATSIBO,MUHURA,0,0,0,0,2,0,0,0,1,7,0,0,1,3,0,0,0,0,0,0,0,0,0,7,28.0
2012,8287,EAST,GATSIBO,MUHURA,0,0,1,0,1,1,0,0,7,7,7,0,0,7,0,0,0,0,0,0,7,0,4,7,61.5
2012,8298,EAST,GATSIBO,MUHURA,0,0,0,0,4,1,1,0,3,6,3,0,0,2,0,0,0,0,0,0,2,0,0,7,39.0
2012,8285,EAST,GATSIBO,MUHURA,0,1,0,0,2,0,0,0,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,7,22.0
2012,8284,EAST,GATSIBO,MUHURA,0,0,0,2,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,26.0
2012,8305,EAST,GATSIBO,MUHURA,4,0,0,2,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,32.0
2012,8295,EAST,GATSIBO,MUHURA,1,0,1,0,2,1,1,0,2,4,2,0,0,0,0,0,0,0,0,0,3,0,0,7,29.5
2012,8302,EAST,GATSIBO,MUHURA,7,0,3,2,1,1,0,0,3,6,7,0,2,2,7,0,1,0,1,0,0,3,0,7,58.5
2012,8283,EAST,GATSIBO,MUHURA,3,2,0,0,6,0,0,0,3,4,6,0,0,0,0,0,0,0,2,0,0,0,0,7,40.0
2012,8290,EAST,GATSIBO,MUHURA,3,0,0,2,4,0,0,0,6,7,4,0,0,2,0,0,0,0,0,0,0,0,0,7,39.0
2012,8291,EAST,GATSIBO,MUHURA,0,2,0,0,7,0,0,0,5,7,2,0,0,3,0,0,0,0,0,0,0,0,0,7,37.0
2012,8288,EAST,GATSIBO,MUHURA,0,2,1,2,7,0,3,0,7,7,7,0,0,2,0,0,0,0,0,0,3,2,0,7,44.5
2012,8300,EAST,GATSIBO,MUHURA,4,1,1,0,2,0,1,0,5,5,2,0,0,2,2,0,0,0,0,0,6,4,0,7,44.0
2012,8301,EAST,GATSIBO,MUHURA,7,0,0,0,3,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,3,0,0,7,28.5
2012,8303,EAST,GATSIBO,MUHURA,7,0,1,0,2,0,2,0,5,7,7,0,0,2,0,0,0,0,0,0,5,7,0,7,48.0
2012,8299,EAST,GATSIBO,MUHURA,7,0,4,0,2,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,7,31.0
2012,8282,EAST,GATSIBO,MUHURA,2,0,0,1,0,0,0,0,7,7,5,0,2,0,0,0,0,0,0,0,0,0,0,7,42.0
2012,8270,EAST,GATSIBO,KIZIGURO,2,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,2,3,0,7,32.5
2012,8277,EAST,GATSIBO,KIZIGURO,0,0,0,0,1,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,2,0,0,7,37.0
2012,8269,EAST,GATSIBO,KIZIGURO,0,0,0,1,3,3,1,0,3,7,3,0,2,0,0,0,0,0,0,0,7,0,0,7,43.5
2012,8271,EAST,GATSIBO,KIZIGURO,0,0,0,1,4,0,0,0,3,5,5,0,0,1,0,0,0,0,0,0,2,0,3,7,50.0
2012,8276,EAST,GATSIBO,KIZIGURO,2,0,0,2,0,0,0,0,4,7,4,0,3,3,1,0,0,0,0,0,2,0,0,2,44.0
2012,8278,EAST,GATSIBO,KIZIGURO,7,0,0,2,2,1,0,0,7,7,2,7,0,1,0,0,0,0,0,0,0,0,0,7,42.0
2012,8272,EAST,GATSIBO,KIZIGURO,0,0,0,0,7,0,0,0,7,7,7,0,0,0,0,2,0,0,0,0,7,0,0,7,47.5
2012,8274,EAST,GATSIBO,KIZIGURO,0,0,0,2,4,0,0,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,7,7,69.0
2012,8280,EAST,GATSIBO,KIZIGURO,5,0,0,1,1,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,3,0,7,37.5
2012,8275,EAST,GATSIBO,KIZIGURO,4,1,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,7,3,0,7,34.0
2012,8243,EAST,GATSIBO,KIRAMURUZI,7,7,0,1,2,0,1,0,7,7,2,0,1,0,0,0,0,0,0,0,7,7,0,7,45.0
2012,8263,EAST,GATSIBO,KIRAMURUZI,4,0,0,2,1,1,0,0,6,5,5,0,0,3,0,0,0,0,2,0,5,2,0,7,51.5
2012,8250,EAST,GATSIBO,KIRAMURUZI,3,0,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,7,24.5
2012,8267,EAST,GATSIBO,KIRAMURUZI,7,0,1,3,7,0,0,0,3,7,7,0,0,4,0,2,0,0,0,1,7,2,0,7,52.5
2012,8246,EAST,GATSIBO,KIRAMURUZI,5,0,0,1,3,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,2,1,1,7,36.5
2012,8253,EAST,GATSIBO,KIRAMURUZI,7,0,0,0,2,0,0,0,7,7,7,0,0,3,0,0,0,0,0,0,7,0,2,7,53.5
2012,8260,EAST,GATSIBO,KIRAMURUZI,0,1,0,2,3,0,0,0,2,0,3,0,2,3,0,0,0,0,0,0,0,0,0,7,28.0
2012,8261,EAST,GATSIBO,KIRAMURUZI,7,0,0,0,3,0,0,0,7,7,7,0,0,0,1,2,0,0,0,0,4,7,0,7,50.5
2012,8257,EAST,GATSIBO,KIRAMURUZI,2,0,0,1,3,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,0,7,29.0
2012,8254,EAST,GATSIBO,KIRAMURUZI,7,7,0,3,7,0,0,0,2,7,7,0,0,3,0,0,0,0,0,0,0,7,7,7,73.5
2012,8245,EAST,GATSIBO,KIRAMURUZI,3,3,0,2,3,0,0,0,5,6,7,0,0,3,0,0,0,0,0,0,3,0,2,7,51.5
2012,8266,EAST,GATSIBO,KIRAMURUZI,3,0,0,3,2,0,0,0,5,5,3,0,0,3,0,3,0,0,0,0,0,0,0,7,41.0
2012,8256,EAST,GATSIBO,KIRAMURUZI,0,0,0,3,7,0,2,0,3,4,7,0,2,5,0,3,0,0,0,0,5,0,0,7,47.5
2012,8244,EAST,GATSIBO,KIRAMURUZI,3,0,0,0,7,0,0,0,5,6,6,2,0,7,0,0,0,0,0,0,0,0,0,7,42.0
2012,8251,EAST,GATSIBO,KIRAMURUZI,7,0,0,0,3,0,0,0,3,4,7,0,0,3,0,0,0,0,0,0,0,0,0,7,42.0
2012,8265,EAST,GATSIBO,KIRAMURUZI,4,0,0,1,7,0,0,0,2,5,5,0,0,2,0,0,0,0,0,0,0,0,0,7,40.0
2012,8262,EAST,GATSIBO,KIRAMURUZI,0,0,0,1,1,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,4,0,5,7,53.0
2012,8248,EAST,GATSIBO,KIRAMURUZI,3,0,0,2,4,0,0,5,4,3,7,0,2,4,0,0,0,0,0,0,4,0,0,7,44.0
2012,8258,EAST,GATSIBO,KIRAMURUZI,0,0,0,2,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,2,0,0,7,28.0
2012,8249,EAST,GATSIBO,KIRAMURUZI,4,0,0,3,0,0,2,0,2,5,3,0,1,2,1,0,3,0,0,0,4,3,2,7,63.5
2012,8230,EAST,GATSIBO,KAGEYO,2,3,2,0,2,0,0,0,7,7,7,0,1,1,0,0,4,0,0,2,7,2,0,7,70.5
2012,8222,EAST,GATSIBO,KAGEYO,0,0,0,0,7,0,0,0,3,3,2,0,0,4,0,0,0,0,0,0,2,0,0,7,38.0
2012,8225,EAST,GATSIBO,KAGEYO,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,5,19.0
2012,8234,EAST,GATSIBO,KAGEYO,3,1,4,0,1,0,4,0,6,7,4,0,2,2,0,1,0,0,1,5,7,4,3,7,83.5
2012,8235,EAST,GATSIBO,KAGEYO,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,3,0,7,0,0,7,57.5
2012,8219,EAST,GATSIBO,KAGEYO,3,0,0,1,5,0,1,0,4,4,6,0,0,0,0,0,0,0,0,0,2,0,5,7,53.0
2012,8238,EAST,GATSIBO,KAGEYO,0,0,0,0,1,0,0,0,7,7,3,0,0,1,0,0,0,0,0,0,4,0,7,7,68.0
2012,8237,EAST,GATSIBO,KAGEYO,3,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,3,3,0,7,42.0
2012,8220,EAST,GATSIBO,KAGEYO,2,1,0,1,6,0,2,0,5,4,7,0,0,5,0,0,0,0,0,0,0,0,0,7,42.0
2012,8218,EAST,GATSIBO,KAGEYO,3,0,0,1,0,0,0,0,7,7,2,0,1,0,0,0,0,0,1,0,4,0,0,7,44.0
2012,8223,EAST,GATSIBO,KAGEYO,3,4,1,0,3,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,4,4,2,7,44.0
2012,8229,EAST,GATSIBO,KAGEYO,7,1,0,0,2,0,1,0,2,7,7,0,1,0,0,0,0,0,0,0,3,0,0,7,43.5
2012,8226,EAST,GATSIBO,KAGEYO,0,0,0,0,7,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,41.0
2012,8236,EAST,GATSIBO,KAGEYO,0,2,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,7,27.5
2012,8221,EAST,GATSIBO,KAGEYO,0,0,0,0,0,0,0,0,7,7,1,0,0,2,0,0,0,0,0,0,0,0,0,7,36.0
2012,8224,EAST,GATSIBO,KAGEYO,3,5,0,2,7,0,1,0,4,7,7,0,1,7,0,0,0,0,0,0,3,0,0,7,43.5
2012,8239,EAST,GATSIBO,KAGEYO,6,2,1,1,0,0,3,0,3,5,4,0,2,3,2,0,0,0,1,0,2,0,0,7,48.0
2012,8242,EAST,GATSIBO,KAGEYO,0,0,0,0,2,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,7,7,0,7,35.0
2012,8232,EAST,GATSIBO,KAGEYO,0,1,0,0,3,2,0,0,6,5,3,0,1,2,0,0,1,0,1,0,5,0,7,7,77.5
2012,8240,EAST,GATSIBO,KAGEYO,1,0,2,0,1,0,7,3,4,6,2,0,3,2,2,0,0,0,1,2,7,7,7,7,89.0
2012,8210,EAST,GATSIBO,KABARORE,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35.0
2012,8207,EAST,GATSIBO,KABARORE,2,0,0,2,6,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,6,3,2,7,37.5
2012,8195,EAST,GATSIBO,KABARORE,0,0,0,6,0,0,0,0,3,0,7,0,0,4,0,0,0,0,0,0,7,0,7,7,64.5
2012,8212,EAST,GATSIBO,KABARORE,7,0,0,0,7,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,7,40.0
2012,8216,EAST,GATSIBO,KABARORE,6,0,0,3,0,0,2,0,2,6,2,0,0,2,0,0,0,0,0,0,3,6,0,7,41.5
2012,8199,EAST,GATSIBO,KABARORE,0,1,0,3,1,0,0,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,7,26.0
2012,8209,EAST,GATSIBO,KABARORE,2,0,1,1,3,0,0,0,3,7,2,0,0,2,0,0,0,0,0,0,7,0,0,7,40.5
2012,8197,EAST,GATSIBO,KABARORE,5,0,0,0,7,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,7,25.0
2012,8204,EAST,GATSIBO,KABARORE,4,0,0,0,3,0,0,0,6,5,2,0,0,2,0,0,0,0,0,0,3,0,0,7,38.5
2012,8202,EAST,GATSIBO,KABARORE,7,0,0,0,3,0,0,0,4,7,7,0,0,0,0,0,0,1,1,0,7,0,2,7,61.5
2012,8191,EAST,GATSIBO,KABARORE,7,0,0,3,1,0,1,0,3,7,3,0,0,2,0,0,0,0,0,0,5,0,0,7,40.5
2012,8201,EAST,GATSIBO,KABARORE,1,0,0,5,4,1,0,1,7,7,2,0,0,4,0,0,0,0,0,0,0,0,0,7,37.0
2012,8206,EAST,GATSIBO,KABARORE,2,0,0,0,7,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,7,0,0,7,40.5
2012,8213,EAST,GATSIBO,KABARORE,2,0,0,0,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,7,23.5
2012,8205,EAST,GATSIBO,KABARORE,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8.5
2012,8215,EAST,GATSIBO,KABARORE,2,0,0,2,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,23.0
2012,8192,EAST,GATSIBO,KABARORE,7,0,0,2,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,21.0
2012,8200,EAST,GATSIBO,KABARORE,0,0,0,1,0,0,2,0,5,3,2,0,0,3,0,0,0,0,0,0,3,0,2,7,43.5
2012,8198,EAST,GATSIBO,KABARORE,7,0,0,1,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,3,0,2,7,44.5
2012,8194,EAST,GATSIBO,KABARORE,2,0,0,2,3,0,2,0,5,6,4,0,2,3,0,0,0,0,0,0,5,0,0,7,43.5
2012,8183,EAST,GATSIBO,GITOKI,4,0,1,2,0,0,1,1,3,3,6,0,2,5,0,0,0,0,0,0,3,0,0,7,43.5
2012,8178,EAST,GATSIBO,GITOKI,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24.0
2012,8168,EAST,GATSIBO,GITOKI,0,5,0,2,3,0,0,0,5,4,2,0,0,3,0,0,0,0,0,0,4,0,0,7,39.0
2012,8188,EAST,GATSIBO,GITOKI,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26.0
2012,8165,EAST,GATSIBO,GITOKI,0,0,0,1,3,0,0,0,3,6,3,0,0,2,5,0,0,0,0,0,0,0,0,7,43.0
2012,8190,EAST,GATSIBO,GITOKI,0,0,0,0,2,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32.0
2012,8169,EAST,GATSIBO,GITOKI,5,0,0,2,4,0,3,0,3,6,4,0,0,3,0,0,0,0,0,0,0,0,0,7,39.0
2012,8181,EAST,GATSIBO,GITOKI,0,0,0,1,2,0,0,0,5,3,2,0,0,3,0,0,0,0,0,0,2,0,0,7,35.0
2012,8173,EAST,GATSIBO,GITOKI,0,0,0,1,2,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,42.0
2012,8185,EAST,GATSIBO,GITOKI,2,0,0,0,2,0,0,0,5,4,2,0,0,3,0,0,0,0,0,0,0,0,0,7,37.0
2012,8174,EAST,GATSIBO,GITOKI,4,0,0,2,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,29.0
2012,8175,EAST,GATSIBO,GITOKI,0,0,0,0,2,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,36.5
2012,8182,EAST,GATSIBO,GITOKI,0,0,3,0,1,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,7,0,0,7,33.5
2012,8187,EAST,GATSIBO,GITOKI,3,0,1,0,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,3,3,0,7,25.0
2012,8184,EAST,GATSIBO,GITOKI,2,0,0,7,3,3,0,0,7,3,7,0,4,4,0,0,0,0,0,0,7,7,0,7,49.0
2012,8176,EAST,GATSIBO,GITOKI,2,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,25.0
2012,8180,EAST,GATSIBO,GITOKI,0,0,0,2,2,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,29.0
2012,8171,EAST,GATSIBO,GITOKI,7,0,0,3,4,0,1,0,5,3,7,0,0,7,0,0,0,0,0,0,7,7,0,7,49.0
2012,8177,EAST,GATSIBO,GITOKI,1,0,0,1,0,0,0,0,7,0,7,0,0,2,0,0,0,0,0,0,0,0,0,7,27.0
2012,8166,EAST,GATSIBO,GITOKI,6,3,0,1,2,0,1,0,6,4,5,1,0,3,0,0,0,0,0,0,2,2,0,7,43.0
2012,8153,EAST,GATSIBO,GATSIBO,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17.0
2012,8158,EAST,GATSIBO,GATSIBO,0,7,0,0,7,0,3,0,3,7,3,0,0,0,0,0,0,0,0,0,7,0,0,7,41.5
2012,8140,EAST,GATSIBO,GATSIBO,0,2,2,0,0,1,1,0,6,4,1,0,0,2,0,0,0,2,2,0,5,0,0,7,51.5
2012,8139,EAST,GATSIBO,GATSIBO,3,0,0,0,2,0,2,0,7,7,7,0,0,0,0,0,0,0,0,0,7,3,0,7,47.0
2012,8155,EAST,GATSIBO,GATSIBO,0,3,0,1,0,0,2,2,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,7,25.5
2012,8154,EAST,GATSIBO,GATSIBO,0,3,0,3,4,1,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,36.0
2012,8143,EAST,GATSIBO,GATSIBO,2,1,0,2,0,0,0,0,5,4,3,0,0,1,0,0,0,0,1,0,5,0,0,7,38.5
2012,8150,EAST,GATSIBO,GATSIBO,0,1,1,2,3,0,1,0,2,3,7,0,0,1,0,0,0,0,0,0,5,0,0,7,35.5
2012,8141,EAST,GATSIBO,GATSIBO,7,0,4,0,2,2,0,2,7,7,5,0,0,3,0,0,0,1,2,0,2,0,0,7,53.0
2012,8149,EAST,GATSIBO,GATSIBO,7,0,0,3,4,0,0,0,3,3,3,0,0,3,0,0,0,0,1,0,7,7,0,7,46.0
2012,8164,EAST,GATSIBO,GATSIBO,0,4,1,3,7,3,2,0,3,7,7,1,0,3,0,0,0,0,0,0,3,0,0,7,43.5
2012,8156,EAST,GATSIBO,GATSIBO,0,7,0,0,7,2,0,0,3,7,1,0,0,0,4,0,0,1,0,0,1,1,0,7,45.0
2012,8146,EAST,GATSIBO,GATSIBO,0,0,0,0,0,3,0,0,4,4,6,0,0,7,0,2,0,1,0,0,7,0,0,7,50.5
2012,8148,EAST,GATSIBO,GATSIBO,2,0,0,0,7,0,0,0,2,3,6,7,0,1,0,0,0,0,0,0,0,0,0,7,33.0
2012,8159,EAST,GATSIBO,GATSIBO,0,0,0,0,5,0,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,7,23.0
2012,8147,EAST,GATSIBO,GATSIBO,7,0,0,0,4,1,0,0,0,7,4,0,0,1,0,0,0,0,0,0,6,0,0,7,42.0
2012,8162,EAST,GATSIBO,GATSIBO,3,3,0,1,7,0,1,0,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,7,38.0
2012,8157,EAST,GATSIBO,GATSIBO,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,21.0
2012,8145,EAST,GATSIBO,GATSIBO,3,0,1,0,0,0,0,0,6,4,5,0,0,1,1,0,0,0,0,0,5,0,0,7,37.5
2012,8132,EAST,GATSIBO,GASANGE,1,0,1,1,1,0,0,0,4,7,3,0,3,1,0,0,0,0,0,0,2,0,7,7,70.0
2012,8134,EAST,GATSIBO,GASANGE,3,1,0,1,0,0,0,0,2,7,7,0,0,3,1,0,0,0,1,0,5,2,0,7,50.5
2012,8133,EAST,GATSIBO,GASANGE,2,2,0,1,2,0,1,0,5,4,3,0,0,0,0,0,0,0,0,0,3,0,0,7,30.5
2012,8138,EAST,GATSIBO,GASANGE,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.0
2012,8126,EAST,GATSIBO,GASANGE,3,0,0,2,3,0,0,0,3,3,2,0,0,4,0,0,0,0,0,0,0,0,0,7,37.0
2012,8131,EAST,GATSIBO,GASANGE,1,0,0,1,4,0,0,0,0,7,2,0,2,7,0,0,0,0,0,0,1,0,0,7,37.5
2012,8127,EAST,GATSIBO,GASANGE,0,1,0,1,2,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,3,0,0,7,33.5
2012,8128,EAST,GATSIBO,GASANGE,3,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,7,7,56.5
